open_time,open,high,low,close,volume
2020-01-01 00:00:00.000,7189.43,7239.74,7170.15,7221.65,12055.759
2020-01-01 04:00:00.000,7221.8,7230,7193.52,7205.26,5738.351
2020-01-01 08:00:00.000,7205.26,7234.57,7174,7192.65,10036.293
2020-01-01 12:00:00.000,7192.74,7260.43,7191.79,7229.49,11010.528
2020-01-01 16:00:00.000,7229.66,7248,7210.81,7226.35,7787.862
2020-01-01 20:00:00.000,7226.56,7242,7174,7197.57,10172.536
2020-01-02 00:00:00.000,7197.57,7209.59,7121,7127.29,13363.9
2020-01-02 04:00:00.000,7126.94,7159.3,7101,7107.56,15610.361
2020-01-02 08:00:00.000,7107.53,7175,7106.75,7136.24,15351.811
2020-01-02 12:00:00.000,7136.36,7160,7103,7126.25,16636.556
2020-01-02 16:00:00.000,7126.25,7143.29,6922,6979.44,43801.316
2020-01-02 20:00:00.000,6979.45,6982.83,6938.36,6962.04,10531.733
2020-01-03 00:00:00.000,6962.34,6962.8,6863.44,6947.35,23421.061
2020-01-03 04:00:00.000,6947.44,7300,6945.84,7198.02,52550.895
2020-01-03 08:00:00.000,7198.02,7368.33,7198,7338.11,44019.993
2020-01-03 12:00:00.000,7338.4,7379,7229,7316.01,29634.459
2020-01-03 16:00:00.000,7315.36,7407.28,7276.35,7338.9,37060.384
2020-01-03 20:00:00.000,7338.91,7359,7255.84,7341.72,21806.666
2020-01-04 00:00:00.000,7341.6,7347.02,7279,7329.29,11043.555
2020-01-04 04:00:00.000,7329.4,7368.47,7310,7344.13,13403.937
2020-01-04 08:00:00.000,7344.11,7366,7295.2,7333.07,14214.085
2020-01-04 12:00:00.000,7333.07,7333.54,7286.16,7315.45,12785.519
2020-01-04 16:00:00.000,7315.94,7400,7269.21,7331.35,30435.423
2020-01-04 20:00:00.000,7331.87,7362.87,7307,7350.71,10703.514
2020-01-05 00:00:00.000,7350.54,7488,7350.54,7475.15,34313.211
2020-01-05 04:00:00.000,7475.19,7495,7440,7462.98,14041.039
2020-01-05 08:00:00.000,7463.42,7470,7385.76,7422.48,17007.021
2020-01-05 12:00:00.000,7422.48,7474.21,7414.13,7463.59,15904.588
2020-01-05 16:00:00.000,7463.76,7478,7420,7441.83,14317.588
2020-01-05 20:00:00.000,7441.9,7441.9,7303,7354.36,22182.525
2020-01-06 00:00:00.000,7354.36,7580.08,7345,7538.65,42104.905
2020-01-06 04:00:00.000,7538.66,7550.45,7491.59,7505.35,15005.412
2020-01-06 08:00:00.000,7505.36,7576,7505.35,7540,20884.833
2020-01-06 12:00:00.000,7539.99,7611.81,7481.74,7515.92,27521.187
2020-01-06 16:00:00.000,7516.03,7558.75,7507,7537.89,13584.214
2020-01-06 20:00:00.000,7536.72,7808.65,7533,7757.39,49049.766
